Attributt;Språk;AttributtVerdi;"Gammel attributtverdi";Sort
"Leverandørs artikkelnr";Norsk;SHBB24;SHBB24;1
"Leverandørs artikkelnr";Norsk;SHW6-19;SHW6-19;1
"Leverandørs artikkelnr";Norsk;SK4M14;SK4M14;1
"Leverandørs artikkelnr";Norsk;SL.161;SL.161;1
"Leverandørs artikkelnr";Norsk;SPLINE10;SPLINE10;1
"Leverandørs artikkelnr";Norsk;SRES306;SRES306;1
"Leverandørs artikkelnr";Norsk;SS2-03C;SS2-03C;1
"Leverandørs artikkelnr";Norsk;SS2-04AC;SS2-04AC;1
"Leverandørs artikkelnr";Norsk;SS2-04C;SS2-04C;1
"Leverandørs artikkelnr";Norsk;SS2-05AC;SS2-05AC;1
"Leverandørs artikkelnr";Norsk;SS2-05C;SS2-05C;1
"Leverandørs artikkelnr";Norsk;SS2-06C;SS2-06C;1
"Leverandørs artikkelnr";Norsk;SS2-07C;SS2-07C;1
"Leverandørs artikkelnr";Norsk;SS2-08C;SS2-08C;1
"Leverandørs artikkelnr";Norsk;SS2-08I;SS2-08I;1
"Leverandørs artikkelnr";Norsk;SS2-09C;SS2-09C;1
"Leverandørs artikkelnr";Norsk;SS2-10C;SS2-10C;1
"Leverandørs artikkelnr";Norsk;SS2-11C;SS2-11C;1
"Leverandørs artikkelnr";Norsk;SS2-12C;SS2-12C;1
"Leverandørs artikkelnr";Norsk;SS2-13C;SS2-13C;1
"Leverandørs artikkelnr";Norsk;SS2-14C;SS2-14C;1
"Leverandørs artikkelnr";Norsk;SS2-16I;SS2-16I;1
"Leverandørs artikkelnr";Norsk;SS3-06-C;SS3-06-C;1
"Leverandørs artikkelnr";Norsk;SS3-06E;SS3-06E;1
"Leverandørs artikkelnr";Norsk;SS3-07-C;SS3-07-C;1
"Leverandørs artikkelnr";Norsk;SS3-07E;SS3-07E;1
"Leverandørs artikkelnr";Norsk;SS3-08-C;SS3-08-C;1
"Leverandørs artikkelnr";Norsk;SS3-08E;SS3-08E;1
"Leverandørs artikkelnr";Norsk;SS3-09-C;SS3-09-C;1
"Leverandørs artikkelnr";Norsk;SS3-10-C;SS3-10-C;1
"Leverandørs artikkelnr";Norsk;SS3-10E;SS3-10E;1
"Leverandørs artikkelnr";Norsk;SS3-11-C;SS3-11-C;1
"Leverandørs artikkelnr";Norsk;SS3-11E;SS3-11E;1
"Leverandørs artikkelnr";Norsk;SS3-12-C;SS3-12-C;1
"Leverandørs artikkelnr";Norsk;SS3-12E;SS3-12E;1
"Leverandørs artikkelnr";Norsk;SS3-13-C;SS3-13-C;1
"Leverandørs artikkelnr";Norsk;SS3-14-C;SS3-14-C;1
"Leverandørs artikkelnr";Norsk;SS3-14E;SS3-14E;1
"Leverandørs artikkelnr";Norsk;SS3-15-C;SS3-15-C;1
"Leverandørs artikkelnr";Norsk;SS3-16-C;SS3-16-C;1
"Leverandørs artikkelnr";Norsk;SS3-16E;SS3-16E;1
"Leverandørs artikkelnr";Norsk;SS3-17-C;SS3-17-C;1
"Leverandørs artikkelnr";Norsk;SS3-18-C;SS3-18-C;1
"Leverandørs artikkelnr";Norsk;SS3-18E;SS3-18E;1
"Leverandørs artikkelnr";Norsk;SS3-19-C;SS3-19-C;1
"Leverandørs artikkelnr";Norsk;SS3-20-C;SS3-20-C;1
"Leverandørs artikkelnr";Norsk;SS3-20E;SS3-20E;1
"Leverandørs artikkelnr";Norsk;SS3-21-C;SS3-21-C;1
"Leverandørs artikkelnr";Norsk;SS3-22-C;SS3-22-C;1
"Leverandørs artikkelnr";Norsk;SS4-08-C;SS4-08-C;1
"Leverandørs artikkelnr";Norsk;SS4-09-C;SS4-09-C;1
"Leverandørs artikkelnr";Norsk;SS4-10-C;SS4-10-C;1
"Leverandørs artikkelnr";Norsk;SS4-10E;SS4-10E;1
"Leverandørs artikkelnr";Norsk;SS4-11-C;SS4-11-C;1
"Leverandørs artikkelnr";Norsk;SS4-11E;SS4-11E;1
"Leverandørs artikkelnr";Norsk;SS4-12-C;SS4-12-C;1
"Leverandørs artikkelnr";Norsk;SS4-12E;SS4-12E;1
"Leverandørs artikkelnr";Norsk;SS4-13-C;SS4-13-C;1
"Leverandørs artikkelnr";Norsk;SS4-14-C;SS4-14-C;1
"Leverandørs artikkelnr";Norsk;SS4-14E;SS4-14E;1
"Leverandørs artikkelnr";Norsk;SS4-15-C;SS4-15-C;1
"Leverandørs artikkelnr";Norsk;SS4-16-C;SS4-16-C;1
"Leverandørs artikkelnr";Norsk;SS4-16E;SS4-16E;1
"Leverandørs artikkelnr";Norsk;SS4-17-C;SS4-17-C;1
"Leverandørs artikkelnr";Norsk;SS4-18-C;SS4-18-C;1
"Leverandørs artikkelnr";Norsk;SS4-18E;SS4-18E;1
"Leverandørs artikkelnr";Norsk;SS4-19-C;SS4-19-C;1
"Leverandørs artikkelnr";Norsk;SS4-20-C;SS4-20-C;1
"Leverandørs artikkelnr";Norsk;SS4-20E;SS4-20E;1
"Leverandørs artikkelnr";Norsk;SS4-21-C;SS4-21-C;1
"Leverandørs artikkelnr";Norsk;SS4-22-C;SS4-22-C;1
"Leverandørs artikkelnr";Norsk;SS4-22E;SS4-22E;1
"Leverandørs artikkelnr";Norsk;SS4-23-C;SS4-23-C;1
"Leverandørs artikkelnr";Norsk;SS4-24-C;SS4-24-C;1
"Leverandørs artikkelnr";Norsk;SS4-24E;SS4-24E;1
"Leverandørs artikkelnr";Norsk;SS4-25-C;SS4-25-C;1
"Leverandørs artikkelnr";Norsk;SS4-26-C;SS4-26-C;1
"Leverandørs artikkelnr";Norsk;SS4-27-C;SS4-27-C;1
"Leverandørs artikkelnr";Norsk;SS4-28-C;SS4-28-C;1
"Leverandørs artikkelnr";Norsk;SS4-29-C;SS4-29-C;1
"Leverandørs artikkelnr";Norsk;SS4-30-C;SS4-30-C;1
"Leverandørs artikkelnr";Norsk;SS4-32-C;SS4-32-C;1
"Leverandørs artikkelnr";Norsk;SSE2-02-C;SSE2-02-C;1
"Leverandørs artikkelnr";Norsk;SSE2-06-C;SSE2-06-C;1
"Leverandørs artikkelnr";Norsk;SSE4-03-C;SSE4-03-C;1
"Leverandørs artikkelnr";Norsk;SSE4-05-C;SSE4-05-C;1
"Leverandørs artikkelnr";Norsk;SSP4-10I-C;SSP4-10I-C;1
"Leverandørs artikkelnr";Norsk;SSP4-13I-C;SSP4-13I-C;1
"Leverandørs artikkelnr";Norsk;SST8-22;SST8-22;1
"Leverandørs artikkelnr";Norsk;STMMD10;STMMD10;1
"Leverandørs artikkelnr";Norsk;STMMD11;STMMD11;1
"Leverandørs artikkelnr";Norsk;STMMD12;STMMD12;1
"Leverandørs artikkelnr";Norsk;STMMD13;STMMD13;1
"Leverandørs artikkelnr";Norsk;STMMD5.5;STMMD5.5;1
"Leverandørs artikkelnr";Norsk;STMMD6;STMMD6;1
"Leverandørs artikkelnr";Norsk;STMMD7;STMMD7;1
"Leverandørs artikkelnr";Norsk;STMMD8;STMMD8;1
"Leverandørs artikkelnr";Norsk;STMMD9;STMMD9;1
"Leverandørs artikkelnr";Norsk;SUJ2-C;SUJ2-C;1
"Leverandørs artikkelnr";Norsk;SUJ3-C;SUJ3-C;1
"Leverandørs artikkelnr";Norsk;SUJ4-C;SUJ4-C;1
"Leverandørs artikkelnr";Norsk;SWE3-06-C;SWE3-06-C;1
"Leverandørs artikkelnr";Norsk;SWE3-10-C;SWE3-10-C;1
"Leverandørs artikkelnr";Norsk;SWE4-10-C;SWE4-10-C;1
"Leverandørs artikkelnr";Norsk;TM4CSA;TM4CSA;1
"Leverandørs artikkelnr";Norsk;TMCO8;TMCO8;1
"Leverandørs artikkelnr";Norsk;TMMD11;TMMD11;1
"Leverandørs artikkelnr";Norsk;TMMD12;TMMD12;1
"Leverandørs artikkelnr";Norsk;TMMD13;TMMD13;1
"Leverandørs artikkelnr";Norsk;TMMD9;TMMD9;1
"Leverandørs artikkelnr";Norsk;TMRX10;TMRX10;1
"Leverandørs artikkelnr";Norsk;TMRX8;TMRX8;1
"Leverandørs artikkelnr";Norsk;TMU8B;TMU8B;1
"Leverandørs artikkelnr";Norsk;"TX 20 E10";"TX 20 E10";1
"Leverandørs artikkelnr";Norsk;"TX 20 E4";"TX 20 E4";1
"Leverandørs artikkelnr";Norsk;"TX 20 E5";"TX 20 E5";1
"Leverandørs artikkelnr";Norsk;"TX 20 E6";"TX 20 E6";1
"Leverandørs artikkelnr";Norsk;"TX 20 E7";"TX 20 E7";1
"Leverandørs artikkelnr";Norsk;"TX 20 E8";"TX 20 E8";1
"Leverandørs artikkelnr";Norsk;TZ2;TZ2;1
"Leverandørs artikkelnr";Norsk;U02341032;U02341032;1
"Leverandørs artikkelnr";Norsk;U02350138;U02350138;1
"Leverandørs artikkelnr";Norsk;U02352114;U02352114;1
"Leverandørs artikkelnr";Norsk;U02450107;U02450107;1
"Leverandørs artikkelnr";Norsk;U02850703;U02850703;1
"Leverandørs artikkelnr";Norsk;U02850704;U02850704;1
"Leverandørs artikkelnr";Norsk;VGCJ07;VGCJ07;1
"Leverandørs artikkelnr";Norsk;VGCJ10;VGCJ10;1
"Leverandørs artikkelnr";Norsk;W027962;W027962;1
"Leverandørs artikkelnr";Norsk;WB305;WB305;1
"Leverandørs artikkelnr";Norsk;WB32;WB32;1
"Leverandørs artikkelnr";Norsk;WB36;WB36;1
"Leverandørs artikkelnr";Norsk;WB415;WB415;1
"Leverandørs artikkelnr";Norsk;WB417;WB417;1
"Leverandørs artikkelnr";Norsk;WB419;WB419;1
"Leverandørs artikkelnr";Norsk;ZDA16;ZDA16;1
"Leverandørs artikkelnr";Norsk;ZDA410;ZDA410;1
"Leverandørs artikkelnr";Norsk;ZDA518;ZDA518;1
Lokk;Norsk;Klar;Klar;1
Lokk;Norsk;Sort;Sort;1
Lumen;Norsk;1200;1200;120
Lumen;Norsk;150;150;1
Lumen;Norsk;2500;2500;250
Lumen;Norsk;400;400;40
Lumen;Norsk;4500;4500;450
Lumen;Norsk;480;480;48
Lumen;Norsk;500;500;50
Lumen;Norsk;600;600;60
Lumen;Norsk;800;800;80
Maskiner;Norsk;Elektroverktøy;Elektroverktøy;1
Maskiner;Norsk;Trykkluft;Trykkluft;1
Materiale;Norsk;Aluminium;Aluminium;1
Materiale;Norsk;Fiber;Fiber;1
Materiale;Norsk;Filt;Filt;1
Materiale;Norsk;Gummi;Gummi;1
Materiale;Norsk;"Gummi sort";"Gummi sort";1
Materiale;Norsk;"Gummi sort m/fot";"Gummi sort m/fot";1
Materiale;Norsk;"Nylon hvit";"Nylon hvit";1
Materiale;Norsk;"Plastikk rød";"Plastikk rød";1
Materiale;Norsk;Polyuretan;Polyuretan;1
Materiale;Norsk;"Superplastikk hvit";"Superplastikk hvit";1
Materiale;Norsk;"TPE-mid grå";"TPE-mid grå";1
Materiale;Norsk;"TPE-soft blå";"TPE-soft blå";1
Moment;Norsk;"0,1-0,34 N·m";"0,1-0,34 N·m";1
Moment;Norsk;"0,3-1,2 N·m";"0,3-1,2 N·m";1
Moment;Norsk;"0,3-6,0 N·m";"0,3-6,0 N·m";1
Moment;Norsk;"0,90-1,5 N·m";"0,90-1,5 N·m";1
Moment;Norsk;"1,2-3,0 N·m";"1,2-3,0 N·m";1
Moment;Norsk;"1,7-3,5 N·m";"1,7-3,5 N·m";1
Moment;Norsk;"1-5 NM";"1-5 NM";1
Moment;Norsk;"10-50 Nm";"10-50 Nm";10
Moment;Norsk;"100 Nm";"100 Nm";100
Moment;Norsk;"1000 Nm";"1000 Nm";210
Moment;Norsk;"110 Nm";"110 Nm";110
Moment;Norsk;"12-60 NM";"12-60 NM";11
Moment;Norsk;"120 Nm";"120 Nm";120
Moment;Norsk;"135 Nm";"135 Nm";135
Moment;Norsk;"14 IN-OZ";"14 IN-OZ";14
Moment;Norsk;"150-700 NM";"150-700 NM";136
Moment;Norsk;"16 IN-OZ";"16 IN-OZ";16
Moment;Norsk;"190 Nm";"190 Nm";190
Moment;Norsk;"2,5-25 Nm";"2,5-25 Nm";3
Moment;Norsk;"2-12 N·m";"2-12 N·m";2
Moment;Norsk;"20-100 Nm";"20-100 Nm";19
Moment;Norsk;"20-110 Nm";"20-110 Nm";20
Moment;Norsk;"200-1000 N·m";"200-1000 N·m";200
Moment;Norsk;"200-1000 Nm";"200-1000 Nm";200
Moment;Norsk;"2000 Nm";"2000 Nm";2000
Moment;Norsk;"240 Nm";"240 Nm";150
Moment;Norsk;30-180Nm;30-180Nm;30
Moment;Norsk;"3000 Nm";"3000 Nm";3000
Moment;Norsk;"40-200 Nm";"40-200 Nm";40
Moment;Norsk;"5-29 Nm";"5-29 Nm";5
Moment;Norsk;"6-30 Nm";"6-30 Nm";6
Moment;Norsk;"60-300 Nm";"60-300 Nm";60
Moment;Norsk;"6000 Nm";"6000 Nm";6000
Moment;Norsk;"75 Nm";"75 Nm";75
Moment;Norsk;"80-400 Nm";"80-400 Nm";80
Moment;Norsk;"90 Nm";"90 Nm";90
"Overgang fra - til";Norsk;"1"" til 1-1/2""";"1"" til 1-1/2""";50
"Overgang fra - til";Norsk;"1"" til 3/4""";"1"" til 3/4""";40
"Overgang fra - til";Norsk;"1/2"" til 3/4""";"1/2"" til 3/4""";20
"Overgang fra - til";Norsk;"1/2"" til 3/8""";"1/2"" til 3/8""";15
"Overgang fra - til";Norsk;"1/4"" til 1/2""";"1/4"" til 1/2""";3
"Overgang fra - til";Norsk;"1/4"" til 3/8""";"1/4"" til 3/8""";1
"Overgang fra - til";Norsk;"3/4"" til 1""";"3/4"" til 1""";35
"Overgang fra - til";Norsk;"3/4"" til 1/2""";"3/4"" til 1/2""";30
"Overgang fra - til";Norsk;"3/8"" til 1/2""";"3/8"" til 1/2""";10
"Overgang fra - til";Norsk;"3/8"" til 1/4""";"3/8"" til 1/4""";5
Referanseprosjekter;Norsk;Containere;Containere;1
Referanseprosjekter;Norsk;Gaveartikler;Gaveartikler;1
Referanseprosjekter;Norsk;Kundecase;Kundecase;1
Referanseprosjekter;Norsk;Lasermerking;Lasermerking;1
Referanseprosjekter;Norsk;"Medium kofferter";"Medium kofferter";1
Referanseprosjekter;Norsk;"Små kofferter";"Små kofferter";1
Referanseprosjekter;Norsk;Softcase;Softcase;1
Referanseprosjekter;Norsk;Transportkasser;Transportkasser;1
Referanseprosjekter;Norsk;Verksteder;Verksteder;1
Referanseprosjekter;Norsk;Verktøysett;Verktøysett;1
Referanseprosjekter;Norsk;Verktøyvogner;Verktøyvogner;1
Referanseprosjekter;Norsk;Våpenkofferter;Våpenkofferter;1
"Segment Tykkelse";Norsk;"3.2 mm";"3.2 mm";32
"Segment Tykkelse";Norsk;"3.5 mm";"3.5 mm";35
"Segment Tykkelse";Norsk;"3.6 mm";"3.6 mm";36
"Segment Tykkelse";Norsk;"3.7 mm";"3.7 mm";37
"Segment Tykkelse";Norsk;"3.8 mm";"3.8 mm";38
"Segment Tykkelse";Norsk;"4 mm";"4 mm";40
"Segment Tykkelse";Norsk;"4.1 mm";"4.1 mm";41
"Segment Tykkelse";Norsk;"4.5 mm";"4.5 mm";45
Size;Norsk;"Sheet .071"" (+/-.009"") x 21.375"" x 20""";"Sheet .071"" (+/-.009"") x 21.375"" x 20""";1
Size;Norsk;"Sheet .100"" (+/-.009"") x 36"" x 20""";"Sheet .100"" (+/-.009"") x 36"" x 20""";1
Size;Norsk;"Sheet .100"" (+/-.009"") x 36"" x 96""";"Sheet .100"" (+/-.009"") x 36"" x 96""";1
Size;Norsk;"Sheet .160"" (+/-.009"") x 48"" x 40""";"Sheet .160"" (+/-.009"") x 48"" x 40""";1
Size;Norsk;"Sheet .160"" (+/-.014"") x 48"" x 72""";"Sheet .160"" (+/-.014"") x 48"" x 72""";1
Spennvidde;Norsk;0-100mm;0-100mm;100
Spennvidde;Norsk;0-110mm;0-110mm;110
Spennvidde;Norsk;0-13mm;0-13mm;13
Spennvidde;Norsk;0-19mm;0-19mm;19
Spennvidde;Norsk;0-20mm;0-20mm;20
Spennvidde;Norsk;0-23mm;0-23mm;23
Spennvidde;Norsk;0-24mm;0-24mm;24
Spennvidde;Norsk;0-27mm;0-27mm;27
Spennvidde;Norsk;0-29mm;0-29mm;29
Spennvidde;Norsk;0-30mm;0-30mm;30
Spennvidde;Norsk;0-31mm;0-31mm;31
Spennvidde;Norsk;0-32mm;0-32mm;32
Spennvidde;Norsk;0-34mm;0-34mm;34
Spennvidde;Norsk;0-35mm;0-35mm;35
Spennvidde;Norsk;0-38mm;0-38mm;38
Spennvidde;Norsk;0-39mm;0-39mm;39
Spennvidde;Norsk;0-40mm;0-40mm;40
Spennvidde;Norsk;0-42mm;0-42mm;42
Spennvidde;Norsk;0-43mm;0-43mm;43
Spennvidde;Norsk;0-44mm;0-44mm;44
Spennvidde;Norsk;0-45mm;0-45mm;45
Spennvidde;Norsk;0-46mm;0-46mm;46
Spennvidde;Norsk;0-51mm;0-51mm;51
Spennvidde;Norsk;0-52mm;0-52mm;52
Spennvidde;Norsk;0-53mm;0-53mm;53
Spennvidde;Norsk;0-60mm;0-60mm;60
Spennvidde;Norsk;0-62mm;0-62mm;62
Spennvidde;Norsk;0-63mm;0-63mm;63
Spennvidde;Norsk;0-65mm;0-65mm;65
Spennvidde;Norsk;0-68mm;0-68mm;68
Spennvidde;Norsk;0-70mm;0-70mm;70
Spennvidde;Norsk;0-76mm;0-76mm;76
Spennvidde;Norsk;0-78mm;0-78mm;78
Spennvidde;Norsk;0-90mm;0-90mm;90
Stjernetegn;Norsk;{40};{40};1
STR;Norsk;044;044;44
STR;Norsk;046;046;46
STR;Norsk;048;048;48
STR;Norsk;050;050;50
STR;Norsk;052;052;52
STR;Norsk;100;100;1000
STR;Norsk;104;104;1040
STR;Norsk;108;108;1080
STR;Norsk;112;112;1120
STR;Norsk;116;116;1160
STR;Norsk;120;120;1200
STR;Norsk;124;124;1240
STR;Norsk;128;128;1
STR;Norsk;144;144;1
STR;Norsk;146;146;1460
STR;Norsk;148;148;1480
STR;Norsk;150;150;1500
STR;Norsk;152;152;1520
STR;Norsk;154;154;1540
STR;Norsk;156;156;1560
STR;Norsk;158;158;1580
STR;Norsk;160;160;1600
STR;Norsk;162;162;1620
STR;Norsk;164;164;1
STR;Norsk;18;18;180
STR;Norsk;19;19;190
STR;Norsk;192;192;1920
STR;Norsk;196;196;1960
STR;Norsk;20;20;200
STR;Norsk;200;200;2000
STR;Norsk;204;204;2040
STR;Norsk;208;208;2080
STR;Norsk;21;21;210
STR;Norsk;212;212;2120
STR;Norsk;22;22;220
STR;Norsk;250;250;2500
STR;Norsk;252;252;2520
STR;Norsk;254;254;2540
STR;Norsk;256;256;2560
STR;Norsk;258;258;2580
STR;Norsk;32;32;320
STR;Norsk;34;34;340
STR;Norsk;35;35;1
STR;Norsk;35-36;35-36;1
STR;Norsk;35-38;35-38;1
STR;Norsk;36;36;360
STR;Norsk;37;37;370
STR;Norsk;37-38;37-38;1
STR;Norsk;38;38;380
STR;Norsk;39;39;390
STR;Norsk;39-40;39-40;1
STR;Norsk;39-42;39-42;391
STR;Norsk;40;40;400
STR;Norsk;41;41;410
STR;Norsk;41-42;41-42;1
STR;Norsk;42;42;420
STR;Norsk;43;43;430
STR;Norsk;43-44;43-44;1
STR;Norsk;43-46;43-46;431
STR;Norsk;44;44;440
STR;Norsk;45;45;450
STR;Norsk;45-46;45-46;1
STR;Norsk;46;46;460
STR;Norsk;47;47;470
STR;Norsk;47-48;47-48;1
STR;Norsk;47-49;47-49;1
STR;Norsk;48;48;480
STR;Norsk;49;49;1
STR;Norsk;50;50;500
STR;Norsk;52;52;520
STR;Norsk;54;54;540
STR;Norsk;56;56;560
STR;Norsk;58;58;580
STR;Norsk;60;60;600
STR;Norsk;62;62;620
STR;Norsk;64;64;640
STR;Norsk;76;76;760
STR;Norsk;80;80;800
STR;Norsk;84;84;840
STR;Norsk;88;88;880
STR;Norsk;92;92;920
STR;Norsk;96;96;960
STR;Norsk;L;L;5
STR;Norsk;L/XL;L/XL;6
STR;Norsk;M;M;4
STR;Norsk;M/L;M/L;4
STR;Norsk;S;S;2
STR;Norsk;S/M;S/M;3
STR;Norsk;XL;XL;8
STR;Norsk;XL/XXL;XL/XXL;7
STR;Norsk;XS;XS;1
STR;Norsk;XS/S;XS/S;1
STR;Norsk;XXL;XXL;9
STR;Norsk;XXXL;XXXL;10
STR;Norsk;XXXL/XXXXL;XXXL/XXXXL;10
Størrelse;Norsk;"0,8mm HVLP";"0,8mm HVLP";800
Størrelse;Norsk;"1,3mm HVLP";"1,3mm HVLP";810
Størrelse;Norsk;"1,6mm HVLP";"1,6mm HVLP";820
Størrelse;Norsk;"1,8mm HVLP";"1,8mm HVLP";830
Størrelse;Norsk;1.5mm;1.5mm;1
Størrelse;Norsk;10;10;930
Størrelse;Norsk;"10 OZ";"10 OZ";742
Størrelse;Norsk;10/L;10/L;1
Størrelse;Norsk;1000gr;1000gr;670
Størrelse;Norsk;10x330mm;10x330mm;1
Størrelse;Norsk;11;11;940
Størrelse;Norsk;11/XL;11/XL;1
Størrelse;Norsk;1140gr;1140gr;680
Størrelse;Norsk;12;12;1200
Størrelse;Norsk;"12 OZ";"12 OZ";745
Størrelse;Norsk;12/XXL;12/XXL;1
Størrelse;Norsk;1250gr;1250gr;690
Størrelse;Norsk;1300gr;1300gr;700
Størrelse;Norsk;13x457mm;13x457mm;50
Størrelse;Norsk;14;14;1
Størrelse;Norsk;1500gr;1500gr;710
Størrelse;Norsk;1590gr;1590gr;720
Størrelse;Norsk;"16 OZ";"16 OZ";750
Størrelse;Norsk;18T;18T;870
Størrelse;Norsk;"2.0 sekskant";"2.0 sekskant";1
Størrelse;Norsk;2.4mm;2.4mm;1
Størrelse;Norsk;"2.5 sekskant";"2.5 sekskant";1
Størrelse;Norsk;"20 OZ";"20 OZ";760
Størrelse;Norsk;2000gr;2000gr;730
Størrelse;Norsk;225gr;225gr;550
Størrelse;Norsk;239gr;239gr;560
Størrelse;Norsk;24T;24T;860
Størrelse;Norsk;250X60+60MM;250X60+60MM;1
Størrelse;Norsk;"3.0 sekskant";"3.0 sekskant";1
Størrelse;Norsk;3.0mm;3.0mm;1
Størrelse;Norsk;300gr;300gr;570
Størrelse;Norsk;300X70+70MM;300X70+70MM;1
Størrelse;Norsk;"32 OZ";"32 OZ";800
Størrelse;Norsk;32T;32T;850
Størrelse;Norsk;330gr;330gr;580
Størrelse;Norsk;340gr;340gr;590
Størrelse;Norsk;350gr;350gr;600
Størrelse;Norsk;"4.0 sekskant";"4.0 sekskant";1
Størrelse;Norsk;4.0mm;4.0mm;1
Størrelse;Norsk;499gr;499gr;610
Størrelse;Norsk;"5.0 sekskant";"5.0 sekskant";1
Størrelse;Norsk;500gr;500gr;620
Størrelse;Norsk;"591 ml";"591 ml";1
Størrelse;Norsk;597gr;597gr;630
Størrelse;Norsk;6;6;6
Størrelse;Norsk;"6.0 sekskant";"6.0 sekskant";1
Størrelse;Norsk;650gr;650gr;640
Størrelse;Norsk;7;7;900
Størrelse;Norsk;755gr;755gr;645
Størrelse;Norsk;8;8;910
Størrelse;Norsk;"8 OZ";"8 OZ";740
Størrelse;Norsk;8/S;8/S;1
Størrelse;Norsk;800gr;800gr;650
Størrelse;Norsk;"887 ml";"887 ml";1
Størrelse;Norsk;9;9;920
Størrelse;Norsk;9/M;9/M;1
Størrelse;Norsk;900gr;900gr;660
Størrelse;Norsk;E10;E10;220
Størrelse;Norsk;E11;E11;230
Størrelse;Norsk;E12;E12;240
Størrelse;Norsk;E14;E14;250
Størrelse;Norsk;E16;E16;260
Størrelse;Norsk;E18;E18;270
Størrelse;Norsk;E20;E20;280
Størrelse;Norsk;E22;E22;300
Størrelse;Norsk;E24;E24;320
Størrelse;Norsk;E4;E4;160
Størrelse;Norsk;E5;E5;170
Størrelse;Norsk;E6;E6;180
Størrelse;Norsk;E7;E7;190
Størrelse;Norsk;E8;E8;200
Størrelse;Norsk;"L 16-19mm (5/8"" - 3/4"")";"L 16-19mm (5/8"" - 3/4"")";16
Størrelse;Norsk;L/XL;L/XL;10001
Størrelse;Norsk;"M 13-16mm (1/2"" - 5/8"")";"M 13-16mm (1/2"" - 5/8"")";13
Størrelse;Norsk;M/L;M/L;10000
Størrelse;Norsk;M10;M10;480
Størrelse;Norsk;M10-30;M10-30;1
Størrelse;Norsk;M10-60;M10-60;1
Størrelse;Norsk;M10-M12;M10-M12;10
Størrelse;Norsk;M11;M11;485
Størrelse;Norsk;M11-M14;M11-M14;980
Størrelse;Norsk;M12;M12;490
Størrelse;Norsk;M12-40;M12-40;1
Størrelse;Norsk;M12-M16;M12-M16;12
Størrelse;Norsk;M13;M13;495
Størrelse;Norsk;M14;M14;500
Størrelse;Norsk;M14-M18;M14-M18;990
Størrelse;Norsk;M15;M15;505
Størrelse;Norsk;M16;M16;510
Størrelse;Norsk;M16-M20;M16-M20;16
Størrelse;Norsk;M17;M17;515
Størrelse;Norsk;M18;M18;520
Størrelse;Norsk;M18-M24;M18-M24;1000
Størrelse;Norsk;M19;M19;521
Størrelse;Norsk;M20;M20;522
Størrelse;Norsk;M20-M24;M20-M24;20
Størrelse;Norsk;M21;M21;523
Størrelse;Norsk;M22;M22;524
Størrelse;Norsk;M24;M24;525
Størrelse;Norsk;M27;M27;526
Størrelse;Norsk;M3;M3;458
Størrelse;Norsk;M3-30;M3-30;1
Størrelse;Norsk;M3-M6;M3-M6;950
Størrelse;Norsk;M30;M30;527
Størrelse;Norsk;M32;M32;528
Størrelse;Norsk;M4;M4;459
Størrelse;Norsk;M4-30;M4-30;1
Størrelse;Norsk;M4-40;M4-40;1
Størrelse;Norsk;M4.5;M4.5;460
Størrelse;Norsk;M5;M5;461
Størrelse;Norsk;M5-30;M5-30;1
Størrelse;Norsk;M5-40;M5-40;1
Størrelse;Norsk;M5-M6;M5-M6;5
Størrelse;Norsk;M5.5;M5.5;465
Størrelse;Norsk;M6;M6;470
Størrelse;Norsk;M6-30;M6-30;1
Størrelse;Norsk;M6-45;M6-45;1
Størrelse;Norsk;M6-M8;M6-M8;960
Størrelse;Norsk;M7;M7;473
Størrelse;Norsk;M8;M8;475
Størrelse;Norsk;M8-30;M8-30;1
Størrelse;Norsk;M8-55;M8-55;1
Størrelse;Norsk;M8-M10;M8-M10;8
Størrelse;Norsk;M8-M11;M8-M11;970
Størrelse;Norsk;M9;M9;479
Størrelse;Norsk;NR10;NR10;2000
Størrelse;Norsk;NR6;NR6;1980
Størrelse;Norsk;NR8;NR8;1990
Størrelse;Norsk;PH0;PH0;340
Størrelse;Norsk;PH00;PH00;339
Størrelse;Norsk;PH000;PH000;338
Størrelse;Norsk;PH1;PH1;350
Størrelse;Norsk;"PH1 Sekskant";"PH1 Sekskant";389
Størrelse;Norsk;"PH1 slim";"PH1 slim";1
Størrelse;Norsk;PH2;PH2;360
Størrelse;Norsk;"PH2 Sekskant";"PH2 Sekskant";390
Størrelse;Norsk;"PH2 slim";"PH2 slim";2
Størrelse;Norsk;PH3;PH3;370
Størrelse;Norsk;"PH3 Sekskant";"PH3 Sekskant";391
Størrelse;Norsk;PH4;PH4;380
Størrelse;Norsk;PZ0;PZ0;400
Størrelse;Norsk;PZ1;PZ1;410
Størrelse;Norsk;PZ1/RETT;PZ1/RETT;450
Størrelse;Norsk;PZ2;PZ2;420
Størrelse;Norsk;PZ2/RETT;PZ2/RETT;460
Størrelse;Norsk;PZ3;PZ3;430
Størrelse;Norsk;PZ4;PZ4;440
Størrelse;Norsk;"S 10-13mm (7/16"" - 1/2"")";"S 10-13mm (7/16"" - 1/2"")";10
Størrelse;Norsk;S/M;S/M;9999
Størrelse;Norsk;TX10;TX10;10
Størrelse;Norsk;TX15;TX15;20
Størrelse;Norsk;TX20;TX20;30
